20190504,浦东,三林,浦发绿城浦三路2801弄 2室2厅 358万,358万,浦发绿城浦三路2801弄  | 2室2厅 | 74.94平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9e17c50e-d90f-4b74-8956-fad0105b53b6.jpg.296x216.jpg
20190504,浦东,三林,满五年唯一 带阁楼 精装修 位置佳 闹中取静 诚意出售,380万,三林世博家园(板泉路2000弄)  | 2室1厅 | 73.03平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160925/41184812-0aa4-4846-9b79-8ecc2080a63a.jpg.296x216.jpg
20190504,浦东,三林,南北通透，满五唯一，精装自住，诚意出售,425万,杉林新月环林东路875弄  | 2室2厅 | 83.52平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20150815/ef3995b6-2739-4897-b431-9e01a02ad131.jpg.296x216.jpg
20190504,浦东,三林,三林商圈地铁口复式户型+小区景观楼层+南北通户型,378万,杉林新月环林东路799弄  | 2室1厅 | 70.47平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/5f1a0300-8f7a-47cb-a8ce-0bec250eaa9f.jpg.296x216.jpg
20190504,浦东,三林,三林世博家园(大道站路94弄) 2室1厅 410万,410万,三林世博家园(大道站路94弄)  | 2室1厅 | 83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170730/3558b2f1-440b-4f98-80f3-7050eeec4c95.jpg.296x216.jpg
20190504,浦东,三林,世华锦城配套商品房，近地铁8号线，户型好，看房方便,490万,世华锦城  | 2室1厅 | 79.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170206/152e4c0e-84c7-4cc1-bab8-20912e07c31e.jpg.296x216.jpg
20190504,浦东,三林,纯翠苑+ 大三房+满五唯一+好停车+看房方便+精装视野好,665万,纯翠苑  | 3室2厅 | 135.61平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160413/3f0317a5-c740-4916-8aaa-0c793c4510cb.jpg.296x216.jpg
20190504,浦东,三林,浦发绿城西泰林路901弄 2室2厅 395万新上,395万,浦发绿城西泰林路901弄  | 2室2厅 | 79.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8bc75ea6-3e1c-4ad0-b393-36520fef7574.jpg.296x216.jpg
20190504,浦东,三林,翠竹苑位置好-满五唯一-楼层佳-视野广阔-全明户型,340万,翠竹苑  | 2室1厅 | 63.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171026/5f5b4231-b16b-4d41-91a8-7ae2035b6a76.jpg.296x216.jpg
20190504,浦东,三林,新装修两年省心住三房，小区中间位置，价格可以商量,499万,三林世博家园(板泉路2000弄)  | 3室2厅 | 97.6平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3efd9c01-60b2-4fe8-93ac-4bfd222a3365.jpg.296x216.jpg
20190504,浦东,三林,瀚林苑 大面积多房间 2个阳光房 1个大露台,870万,恒大翰城瀚林苑  | 4室2厅 | 145.33平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170306/7ef9fb0b-3ad2-49f0-b175-b70faa4b6bc7.jpg.296x216.jpg
20190504,浦东,三林,精装，带产权车位，保利经典A户型，位置好,535万,保利林语溪(公寓)  | 3室2厅 | 90.12平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171130/35dddf14-908d-410a-ba6c-0d6b3478e6aa.jpg.296x216.jpg
20190504,浦东,三林,恒大华城长清苑 3室2厅 895万,895万,恒大华城长清苑  | 3室2厅 | 149.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload54edf292-bfbf-43c6-a192-412a22a5fd47.jpg.296x216.jpg
20190504,浦东,三林,申江豪城，前滩辐射，板式三房，精装修，稀罕户型在售,900万,申江豪城  | 3室2厅 | 135.56平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170221/055db5b1-d958-4088-973f-c4dd1aa5b67a.jpg.296x216.jpg
20190504,浦东,三林,必看 近地铁 低容积 停车方便 税少 精装修 中高楼层,590万,浦发博园(公寓)  | 2室2厅 | 91.14平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5eff03e7-9df7-4272-9e65-53cf08c63d87.jpg.296x216.jpg
20190504,浦东,三林,小区花园位置、栋距宽、采光好、楼层好、满五年唯一,395万,三林世博家园(板泉路2101弄)  | 2室1厅 | 73.4平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/547c4f1c-d0e2-4f11-8521-40dcaf465b7c.jpg.296x216.jpg
20190504,浦东,三林,别墅+公园视野，房东诚心出售，看房方便,890万,合生时代锦苑(公寓)  | 3室2厅 | 103.66平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170321/940717c4-479c-41e4-a7f4-af8578d5f12b.jpg.296x216.jpg
20190504,浦东,三林,金禾新苑 2室2厅 510万,510万,金禾新苑  | 2室2厅 | 81.71平米 | 暂无数据 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171106/139bdf93-2090-4762-9575-c75c0263fa3c.jpg.296x216.jpg
20190504,浦东,三林,C2户型+12平米，无遮挡采光好，装修完房东不怎么住,510万,绿地香颂(浦东)(公寓)  | 3室2厅 | 88.75平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171104/333833e4-5ca5-494f-a49b-a2a8e339c2f6.jpg.296x216.jpg
20190504,浦东,三林,中间楼层  精装  主卧带阳台 不靠路,257万,南江苑  | 1室1厅 | 48.73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171027/8b108207-ab1b-42fc-abd1-d9a3ef7a70bb.jpg.296x216.jpg
20190504,浦东,三林,2009年次新小区 南北通透 房型正气  近地铁 交通便利,600万,浦发博园(公寓)  | 2室2厅 | 92.44平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170604/04b5706d-0132-4551-a06a-032d1a2ff936.jpg.296x216.jpg
20190504,浦东,三林,金地品质 花园小区 南北通双阳台 满五唯一 人车分流,575万,未来域  | 2室2厅 | 91.33平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171011/b7a4ba6b-422a-48c2-bacc-2cd04c748fc9.jpg.296x216.jpg
20190504,浦东,三林,此房为小区正中间位置，中上楼层，一梯两户，精装修,550万,三林世博家园(大道站路94弄)  | 3室2厅 | 113平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cacce0ec-f82e-47ee-9faf-f6492e94a233.jpg.296x216.jpg
20190504,浦东,三林,东方吉苑/近前滩/板式两房/双轨交8号线6号线/精装修/,553万,东方吉苑  | 2室2厅 | 87.43平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170915/65929e74-7251-40ea-b2bb-abb196a27c74.jpg.296x216.jpg
20190504,浦东,三林,379弄经典双南两房，2楼，居住感舒适,325万,凌兆新村(凌兆路379弄)  | 2室1厅 | 68.47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0eaff64b-70f6-407e-97a8-d9b5d5a7eb50.jpg.296x216.jpg
20190504,浦东,三林,小户型1房，全明，距8号线杨思站600米，配套成熟,340万,世华锦城  | 1室1厅 | 52.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170206/2b444fa2-7624-4650-a7ec-9454fe90a212.jpg.296x216.jpg
20190504,浦东,三林,11号线地铁口，精装板式三房 诚意出售,630万,衡辰三林苑  | 3室2厅 | 108平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171231/0291b476-67ed-4cab-89ac-2e679faf33df.jpg.296x216.jpg
20190504,浦东,三林,11号线地铁 次新小区 环境好 品质小区 户型正气 通透房主自荐,749.9万,浦发博园(公寓)  | 3室2厅 | 130.49平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161208/6e2805a6-c449-4d98-aa2d-73eb8a294edd.jpg.296x216.jpg
20190504,浦东,三林,距离6号线高青站801米，前面无遮挡，采光好.,590万,吉利名苑  | 4室2厅 | 79.98平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/97b5c5f0-5e96-4b6f-9573-937a06e7ea0e.jpg.296x216.jpg
20190504,浦东,三林,满五年，有花园，C户型+8，阳台大，好看房,435万,保利林语溪(公寓)  | 2室2厅 | 90.2平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/2b14abe0-eb9d-4166-a045-ba47cb3526db.jpg.296x216.jpg
20190504,浦东,三林,精装修电梯两室一厅、一手动迁、满五唯一、婚房之选！,399万,三林世博家园(大道站路94弄)  | 2室1厅 | 78.23平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170419/3c8347d7-6860-4c58-acbb-9f5c8833ff34.jpg.296x216.jpg
20190504,浦东,三林,惊呆了 前滩两房总价低 业主诚意出售 可谈,370万,恒大华城梅山苑  | 2室1厅 | 64.41平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170226/c69e5a9d-6402-490d-83aa-f3987102f027.jpg.296x216.jpg
20190504,浦东,三林,房型小户型三房   满五年唯一 随时看房 诚意出售,320万,凌兆新村(三林路709弄)  | 3室1厅 | 68.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170607/f27b3ec7-be95-46a4-93f3-b2e0c60bb884.jpg.296x216.jpg
20190504,浦东,三林,中环内好房源  婚房装修 客厅带阳台此房有垫高 通风好,355万,三林世博家园(东书房路560弄)  | 2室1厅 | 73.2平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170226/c2551c53-1ffd-4adc-b43c-9a6be46eb24c.jpg.296x216.jpg
20190504,浦东,三林,次新 全屋地暖 装修好  北花园 诚意卖,1380万,浦发博园(别墅)   | 叠拼别墅 | 5室2厅 | 190.2平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/88d026e2-4952-435f-8443-bc7b83e62208.jpg.296x216.jpg
20190504,浦东,三林,满五唯一，全明户型，业主诚心出售！,300万,玉兰苑(三林)  | 1室1厅 | 59.35平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20180107/fc8e84e9-d576-4c53-88f3-0f85bde08c2c.jpg.296x216.jpg
20190504,浦东,三林,小区正中间位置，楼层好，精装修拎包入住，价格能谈,520万,三林世博家园(大道站路94弄)  | 3室2厅 | 115.83平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170927/d92925d5-417f-4025-8f85-76c789abe9d2.jpg.296x216.jpg
20190504,浦东,三林,东方康德家园 2室2厅 350万,350万,东方康德家园  | 2室2厅 | 83.54平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160310/9703969f-4b28-49e8-ab3f-16986bc39999.jpg.296x216.jpg
20190504,浦东,三林,中海御景熙岸(公寓) 4室3厅 1150万,1150万,中海御景熙岸(公寓)  | 4室3厅 | 206.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170423/6d73d306-d7ca-434d-8d84-d2875911cd42.jpg.296x216.jpg
20190504,浦东,三林,前滩板块，顶楼复式，实用面积180平，看房有钥匙！,850万,华城丽苑  | 3室2厅 | 131.82平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bf8f5ef7-7ac8-4f55-96d1-934677053826.jpg.296x216.jpg
20190504,浦东,三林,前滩板块潜力大，三开朝南户型好，满五唯一税费少新上,580万,馨乐园  | 3室2厅 | 116.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170221/fbbac680-431f-4b08-aae2-c15ad6fade82.jpg.296x216.jpg
20190504,浦东,三林,精装两房得房率高，业主置换忍痛出售，满五唯一,360万,长清路2365弄  | 2室1厅 | 81.32平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload68148d5d-37be-40a6-a42b-5896337e2439.jpg.296x216.jpg
20190504,浦东,三林,六里嘉园 2室1厅 348万,348万,六里嘉园  | 2室1厅 | 72.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161128/a9bb36bd-c9a4-46a2-8cb8-10c81db07ec3.jpg.296x216.jpg
20190504,浦东,三林,三林彩虹坊 3室2厅 710万,710万,三林彩虹坊  | 3室2厅 | 112平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/1f6e7cec-8335-4abf-81f1-48dfe0d59532.jpg.296x216.jpg
20190504,浦东,三林,五玠坊、万科物业、有钥匙、随时看房,2500万,万科五玠坊  | 4室2厅 | 396平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160525/4e780071-a929-4946-9965-2163a731dde6.jpg.296x216.jpg
20190504,浦东,三林,恒大华城长清苑，多层复式，精装修，近地铁6811号线,860万,恒大华城长清苑  | 7室2厅 | 167.32平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171102/c93bd8ee-0848-442c-bf2a-5eb17bd8c532.jpg.296x216.jpg
20190504,浦东,三林,动静分离双通透的格局   近地铁  有车位另算,765万,未来域  | 3室2厅 | 130.48平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20180109/c86fb023-3166-4d0c-b641-135d78846c9d.jpg.296x216.jpg
20190504,浦东,三林,南北板式两房，满五不唯一，户型正气沿河景色好房主自荐,415万,恒大华城新华苑  | 2室2厅 | 70.59平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161030/830334f1-f105-46f3-9056-57d19f75ca22.jpg.296x216.jpg
20190504,浦东,三林,品质小区 环境优美 南北三房格局  通透性好，诚意出售,690万,环球翡翠湾花园(公寓)  | 3室2厅 | 118.86平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/aded160b-9b86-44df-af0f-c47e8dc0ebf1.jpg.296x216.jpg
20190504,浦东,三林,带阁楼！ 一手动迁，满五唯一税费少，南北通格局！,495万,杉林新月环林东路799弄  | 3室2厅 | 93.46平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4523b1fc-8dd2-4b24-9943-8eaae3bf3475.jpg.296x216.jpg
20190504,浦东,三林,东方吉苑 1室1厅 375万,375万,东方吉苑  | 1室1厅 | 59.8平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload15f27aa1-3b42-445b-97cb-ba3fd1de50ab.jpg.296x216.jpg
20190504,浦东,三林,楼层好，视野宽阔 ，采光充足 配套实施齐全，交通方便,400万,三林世博家园(东书房路560弄)  | 2室1厅 | 76.6平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadcc7664f3-a72f-4ba5-8001-2330a39f59bd.jpg.296x216.jpg
20190504,浦东,三林,金桂苑/一手动迁/南北通/诚意售/到价签字，非低楼,570万,金桂苑(浦东)  | 3室2厅 | 113.76平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161028/dccee666-9694-45a0-b36b-f7b8c3591b81.jpg.296x216.jpg
20190504,浦东,三林,万科新里程 3室1厅 880万,880万,万科新里程  | 3室1厅 | 110.33平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploaddb616cd4-4262-4c76-a0e9-3c78111d046b.jpg.296x216.jpg
20190504,浦东,三林,税费少 低总价三房 带花园 诚意出售！自住看房方便！,400万,浦发绿城永泰路1960弄  | 3室2厅 | 93.91平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170918/5f178090-2ac1-4a78-ae7a-7122a24cbcff.jpg.296x216.jpg
20190504,浦东,三林,新里城和合苑 3室2厅 650万,650万,新里城和合苑  | 3室2厅 | 83.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9e7e1d5a-0d5e-487a-b90b-8c63af726927.jpg.296x216.jpg
20190504,浦东,三林,未来域南北通两房 近地铁 精装修 无个税 诚意出售,575万,未来域  | 2室2厅 | 93.79平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/8d708b8b-f2e9-4498-b015-219f592e5e19.jpg.296x216.jpg
20190504,浦东,三林,位于小区中间位置，楼层很高，采光无遮挡,370万,杉林新月环林东路799弄  | 2室2厅 | 76.94平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload644e5045-4b93-47f2-af6f-89e3366748b3.jpg.296x216.jpg
20190504,浦东,三林,精装一房，楼层适中，全明户型，近地铁，诚意出售,250万,浦发绿城浦三路2801弄  | 1室1厅 | 55.09平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/2d055728-6adf-4a3b-9159-89ce94370459.jpg.296x216.jpg
20190504,浦东,三林,中环内业主诚心出售的精品两房。,360万,南杨小区(新浦路)  | 2室2厅 | 92.91平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload02311bdf-6cac-4890-8b69-1d16d6546d62.jpg.296x216.jpg
20190504,浦东,三林,前滩板块、小区中间位置 出行便利的实用性高的小两房,388万,博学家园  | 2室1厅 | 66.2平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170215/1788f2a4-511c-43c1-adf4-d33b86c12b7f.jpg.296x216.jpg
20190504,浦东,三林,小区高层 视野好 前后无挡 精装修双南两房 诚意,465万,保利林语溪(公寓)  | 2室2厅 | 88.12平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160929/5f21ce97-1868-4ebd-8bb9-cf88fe06bf0e.jpg.296x216.jpg
20190504,浦东,三林,11号线三林东地铁口 交通便利房主自荐,830万,三林安居苑  | 3室2厅 | 125.05平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/fededb75-6032-4025-97c3-51bb7bbb876f.jpg.296x216.jpg
20190504,浦东,三林,古银杏苑 3室1厅 524万,524万,古银杏苑  | 3室1厅 | 108.07平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171014/d3194875-7dcc-4aec-af6c-cdb54ef012d1.jpg.296x216.jpg
20190504,浦东,三林,业主诚意出售，户型正气，全明户型，看房提前预约即可,470万,三林世博家园(东书房路560弄)  | 3室1厅 | 97.07平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/06839c41-c0a0-4716-a1f3-558a831f77ba.jpg.296x216.jpg
20190504,浦东,三林,双拼大花园，环境优雅安静，纯别墅小区，方便看房,1400万,枫涧美墅   | 双拼别墅 | 5室2厅 | 215.79平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/f5b3b228-7f61-4718-b980-c13656e57895.jpg.296x216.jpg
20190504,浦东,三林,红柿苑，一手动迁，满五唯一，看房方便,355万,红柿苑  | 2室1厅 | 73.52平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170720/2813e5dc-d599-4ef6-855c-2521761d0574.jpg.296x216.jpg
20190504,浦东,三林,小区位置好 得房率高 小2房 总价低 满5唯一 税费少,340万,明丰花园  | 2室1厅 | 60.59平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171110/9d8f4856-4b1f-4824-ac8c-af54f02520e1.jpg.296x216.jpg
20190504,浦东,三林,前滩保利大两房，装修好带地暖，有车位，满五看房方便,450万,保利林语溪(公寓)  | 2室2厅 | 89.87平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170312/cc5ea06b-c0dc-45c9-9a34-916667da8000.jpg.296x216.jpg
20190504,浦东,三林,金谊河畔小区稀有户型总价低满五年唯一税费少配套完善,525万,金谊河畔  | 2室1厅 | 82.96平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180120/c2edfb50-69e7-4f7a-aa1e-216d9879b290.jpg.296x216.jpg
20190504,浦东,三林,一楼带花园 喧嚣城市给您一种别样的享受,650万,东方滨港园  | 2室2厅 | 84.73平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171030/5f27ebe0-f027-4da7-8b0a-8e5962e3e2a6.jpg.296x216.jpg
20190504,浦东,三林,满五唯一，C3户型+8平米，无遮挡采光好，有车位,480万,绿地香颂(浦东)(公寓)  | 3室1厅 | 88平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/fbc9e661-e455-43ff-83d5-493546167f21.jpg.296x216.jpg
20190504,浦东,三林,尚东鼎：联排边套景观房申远精装500.双地下双露台花园,3049万,尚东鼎   | 叠拼别墅 | 4室2厅 | 341平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bc0a1759-dca4-4a2a-ab09-031b3d452c59.jpg.296x216.jpg
20190504,浦东,三林,中环内万科联排别墅，耗时两年装修完毕，今年初刚搬进,2500万,万科金色里程(别墅)   | 联排别墅 | 5室3厅 | 352平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7fe1bae6-0e2d-4d04-bce6-834028e26ee7.jpg.296x216.jpg
20190504,浦东,三林,金地人车分流，一梯一户，装修百万，双轨交，景观好！,1280万,金地湾流域(公寓)  | 4室2厅 | 180平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/beb62316-7023-4fa8-b827-cff2223762d3.jpg.296x216.jpg
20190504,浦东,三林,一手动迁、南北通大两室一厅、采光十足、满5年税费少,400万,三林世博家园(大道站路94弄)  | 2室1厅 | 78.23平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/7dd03e8f-841b-49ae-b892-8bdc749f0e38.jpg.296x216.jpg
20190504,浦东,三林,前滩旁的全明户型，总价低，可改两房,260万,凌兆新村(凌兆路586弄)  | 1室1厅 | 52.69平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/dd694ee9-46d9-4094-9aab-64b9ef97df73.jpg.296x216.jpg
20190504,浦东,三林,世华锦城 一手动迁 免增值税 中等楼层 南北两房，,510万,世华锦城  | 2室1厅 | 79.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e8d952d8-b479-48bd-a151-8659ff59ba96.jpg.296x216.jpg
20190504,浦东,三林,世华锦城+精装修两年+高层房源视野开阔！房主自荐,639万,世华锦城  | 3室1厅 | 94.74平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ccc71e86-ce93-4330-aff5-5fad3ccba40d.jpg.296x216.jpg
20190504,浦东,三林,万科金色雅筑新出电梯5楼小三房，不靠马路，诚心出售,655万,万科金色雅筑  | 3室1厅 | 89平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/fc1c8d95-d648-4951-9ef9-4b4ae87485cc.jpg.296x216.jpg
20190504,浦东,三林,地铁6/8号线，双南双天井两房，全明户型，前滩板块,349万,凌兆新村(上浦路202弄)  | 2室1厅 | 72.35平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171225/cebed632-5717-4f81-964b-1c7062772872.jpg.296x216.jpg
20190504,浦东,三林,近地铁 、公交 让您的出行更便利,550万,明丰花园  | 2室2厅 | 103平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171107/8cf882ae-4d79-4e20-b302-110e3c18d958.jpg.296x216.jpg
20190504,浦东,三林,小区产权车位可买  中间楼层 欧式装修 百米楼间距 ！,670万,金橘新苑  | 3室2厅 | 113平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171212/a9d080fa-ebb5-40fb-a662-635eb92dc119.jpg.296x216.jpg
20190504,浦东,三林,上南玲珑苑 复式3房可改4房 标准层高 大露台 诚心出售,600万,上南玲珑苑  | 3室2厅 | 116.98平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160306/56292994-1ba5-4050-bcdc-11bc61f4db13.jpg.296x216.jpg
20190504,浦东,三林,前滩别墅带前后花园，地上三层带两车位，看房有钥匙！,868万,中海御景熙岸(公寓)  | 4室3厅 | 207平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/2363a136-d5de-48c0-a476-57ad16ea7146.jpg.296x216.jpg
20190504,浦东,三林,中环内 南北通 居家装修 看房方便 诚意出售,375万,三林世博家园(板泉路2000弄)  | 2室2厅 | 73.19平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc8b33c2f-7d87-4bb2-a1f7-3edd5a21f1b3.jpg.296x216.jpg
20190504,浦东,三林,世华锦城 3房 高区景观楼层 满五一手动迁 诚心出售,635万,世华锦城  | 3室1厅 | 95.38平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb56db60d-7eef-42f0-92e4-656758ea735e.jpg.296x216.jpg
20190504,浦东,三林,万科金色里程(公寓) 3室1厅 740万,740万,万科金色里程(公寓)  | 3室1厅 | 88.97平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/cf08c152-47b1-4ff1-b526-dcf93b5e575e.jpg.296x216.jpg
20190504,浦东,三林,申江豪城+近前滩后滩+靠湖位置+地铁8号线,928万,申江豪城  | 3室2厅 | 135.56平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f3840df7-db58-46bb-aed6-6b70a7884971.jpg.296x216.jpg
20190504,浦东,三林,中高楼层、采光通透、业主诚意出售,500万,金禾新苑  | 2室2厅 | 80.5平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170812/6e3d8cf9-d3a4-486f-b648-82695c4b5cfa.jpg.296x216.jpg
20190504,浦东,三林,金禾新苑 2室2厅 490万,490万,金禾新苑  | 2室2厅 | 81.47平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160801/0b74099d-0b3b-496f-92f8-7cf13c5a5b96.jpg.296x216.jpg
20190504,浦东,三林,装修用了600多万，附带产权车位2个，看房提前3小时约,3600万,尚东鼎   | 叠拼别墅 | 4室2厅 | 340.84平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/3225f062-c067-4f7c-ad1a-0b468d10baf8.jpg.296x216.jpg
20190504,浦东,三林,本房一手动迁，满五不唯一，税费少，电梯中间楼层,285万,三林世博家园(新浦路199弄)  | 1室1厅 | 54.35平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/d654ae25-2ab6-4250-b85f-60ea70165969.jpg.296x216.jpg
20190504,浦东,三林,三林苑，一房两厅，南北通透，有露台,290万,三林苑  | 1室2厅 | 58.23平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload838ae747-42a7-4e72-9fa2-5fd8c2fbce82.jpg.296x216.jpg
20190504,浦东,三林,一直维护业主+介绍有效房源+业主诚意出售+产权清晰,360万,杉林新月环林东路875弄  | 1室1厅 | 62.7平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20180116/036be54b-9afe-46c4-8865-f8c9807d857a.jpg.296x216.jpg
